date,open,close,high,low
12.06.2017,144.54,144.53,144.54,144.52
09.06.2017,144.47,144.49,144.52,144.47
08.06.2017,144.31,144.40,144.40,144.30
07.06.2017,144.34,144.32,144.34,144.32
06.06.2017,144.32,144.32,144.32,144.31
02.06.2017,144.33,144.32,144.33,144.32
01.06.2017,144.32,144.24,144.32,144.24
31.05.2017,144.34,144.37,144.39,144.33
30.05.2017,144.34,144.34,144.34,144.31
29.05.2017,144.37,144.37,144.37,144.33
26.05.2017,144.38,144.38,144.40,144.38
25.05.2017,144.40,144.37,144.40,144.37
24.05.2017,144.41,144.39,144.41,144.39
23.05.2017,144.40,144.42,144.43,144.40
22.05.2017,144.43,144.32,144.43,144.32
19.05.2017,144.46,144.45,144.46,144.43
18.05.2017,144.47,144.45,144.47,144.45
17.05.2017,144.38,144.44,144.45,144.38
16.05.2017,144.31,144.37,144.37,144.31
15.05.2017,144.25,144.30,144.30,144.25
12.05.2017,144.29,144.27,144.29,144.26
11.05.2017,144.25,144.26,144.28,144.25
10.05.2017,144.24,144.28,144.28,144.24
09.05.2017,144.19,144.24,144.24,144.19
08.05.2017,144.23,144.23,144.25,144.23
05.05.2017,144.25,144.25,144.26,144.25
04.05.2017,144.19,144.25,144.25,144.19
03.05.2017,144.19,144.21,144.22,144.19
02.05.2017,144.12,144.16,144.16,144.12
28.04.2017,144.16,144.18,144.18,144.16
27.04.2017,144.11,144.16,144.16,144.11
26.04.2017,144.09,144.11,144.12,144.09
25.04.2017,144.14,144.10,144.14,144.09
24.04.2017,144.12,144.13,144.15,144.12
21.04.2017,144.09,144.02,144.09,144.02
20.04.2017,144.11,144.09,144.11,144.06
19.04.2017,144.11,144.12,144.14,144.11
18.04.2017,144.02,144.10,144.12,144.02
13.04.2017,144.04,144.03,144.06,144.03
12.04.2017,144.01,144.00,144.01,143.99
11.04.2017,144.05,144.06,144.07,144.04
10.04.2017,144.08,144.10,144.10,144.08
07.04.2017,144.10,144.13,144.15,144.10
06.04.2017,144.09,144.11,144.11,144.07
05.04.2017,144.12,144.11,144.12,144.10
04.04.2017,144.10,144.11,144.13,144.10
03.04.2017,144.07,144.10,144.10,144.07
31.03.2017,144.09,144.06,144.09,144.05
30.03.2017,144.11,144.10,144.11,144.09
29.03.2017,144.13,144.12,144.15,144.12
28.03.2017,144.12,144.13,144.13,144.12
27.03.2017,144.11,144.12,144.12,144.11
24.03.2017,144.06,144.10,144.10,144.06
23.03.2017,144.07,144.08,144.10,144.07
22.03.2017,144.04,144.06,144.06,144.04
21.03.2017,144.02,144.02,144.02,143.99
20.03.2017,143.95,143.99,144.00,143.95
17.03.2017,143.91,143.95,143.96,143.91
16.03.2017,144.05,143.98,144.05,143.98
15.03.2017,143.92,143.99,143.99,143.92
14.03.2017,143.84,143.90,143.90,143.83
13.03.2017,143.88,143.85,143.89,143.85
10.03.2017,143.94,143.91,143.97,143.91
09.03.2017,144.03,143.97,144.07,143.97
08.03.2017,144.12,144.02,144.12,144.02
07.03.2017,144.14,144.11,144.15,144.11
06.03.2017,144.16,144.14,144.18,144.14
03.03.2017,144.12,144.16,144.16,144.12
02.03.2017,144.08,144.06,144.08,144.06
01.03.2017,144.01,144.02,144.02,144.00
28.02.2017,143.97,144.03,144.06,143.97
27.02.2017,143.99,144.01,144.02,143.99
24.02.2017,143.96,143.99,143.99,143.95
23.02.2017,143.94,143.92,143.94,143.89
22.02.2017,143.93,143.93,143.93,143.88
21.02.2017,144.02,143.95,144.02,143.95
20.02.2017,144.07,144.06,144.08,144.05
17.02.2017,144.12,144.08,144.13,144.07
16.02.2017,144.11,144.11,144.11,144.06
15.02.2017,144.13,144.11,144.13,144.09
14.02.2017,144.09,144.10,144.13,144.09
13.02.2017,144.04,144.07,144.08,144.04
10.02.2017,144.08,144.08,144.10,144.06
09.02.2017,144.11,144.15,144.16,144.11
08.02.2017,144.04,144.10,144.10,144.02
07.02.2017,144.01,144.02,144.04,144.01
06.02.2017,144.17,143.97,144.17,143.97
03.02.2017,144.08,144.07,144.09,144.07
02.02.2017,143.99,144.07,144.07,143.99
01.02.2017,144.01,143.99,144.02,143.98
31.01.2017,143.99,144.06,144.06,143.99
30.01.2017,144.02,143.99,144.02,143.97
27.01.2017,144.11,144.13,144.13,144.09
26.01.2017,144.20,144.14,144.20,144.14
25.01.2017,144.28,144.25,144.28,144.25
24.01.2017,144.28,144.28,144.29,144.28
23.01.2017,144.27,144.27,144.28,144.26
20.01.2017,144.27,144.28,144.28,144.27
19.01.2017,144.27,144.26,144.27,144.26
18.01.2017,144.29,144.31,144.31,144.29
17.01.2017,144.28,144.31,144.31,144.28
16.01.2017,144.22,144.25,144.25,144.22
13.01.2017,144.24,144.26,144.26,144.23
12.01.2017,144.26,144.24,144.26,144.24
11.01.2017,144.25,144.27,144.27,144.23
10.01.2017,144.23,144.24,144.26,144.23
09.01.2017,144.19,144.24,144.24,144.19
06.01.2017,144.23,144.19,144.23,144.18
05.01.2017,144.33,144.26,144.33,144.21
04.01.2017,144.38,144.33,144.38,144.32
03.01.2017,144.40,144.37,144.42,144.36
02.01.2017,144.38,144.41,144.44,144.38
30.12.2016,144.38,144.38,144.38,144.36
29.12.2016,144.40,144.38,144.40,144.36
28.12.2016,144.36,144.41,144.41,144.36
27.12.2016,144.35,144.35,144.36,144.34
23.12.2016,144.34,144.35,144.35,144.32
22.12.2016,144.32,144.30,144.32,144.30
21.12.2016,144.31,144.31,144.35,144.30
20.12.2016,144.26,144.30,144.32,144.26
19.12.2016,144.25,144.28,144.28,144.24
16.12.2016,144.27,144.27,144.28,144.25
15.12.2016,144.30,144.26,144.31,144.26
14.12.2016,144.31,144.32,144.35,144.29
13.12.2016,144.25,144.31,144.31,144.25
12.12.2016,144.14,144.19,144.19,144.14
09.12.2016,144.04,144.13,144.13,144.04
08.12.2016,143.92,143.98,144.01,143.89
07.12.2016,143.96,143.92,143.96,143.91
06.12.2016,143.77,143.89,143.94,143.77
05.12.2016,143.67,143.71,143.72,143.67
02.12.2016,143.65,143.73,143.73,143.65
01.12.2016,143.69,143.61,143.70,143.61
30.11.2016,143.63,143.66,143.68,143.63
29.11.2016,143.60,143.62,143.62,143.59
28.11.2016,143.60,143.59,143.61,143.59
25.11.2016,143.63,143.61,143.63,143.58
24.11.2016,143.65,143.65,143.65,143.65
23.11.2016,143.77,143.68,143.77,143.67
22.11.2016,143.77,143.78,143.82,143.77
21.11.2016,143.62,143.74,143.75,143.62
18.11.2016,143.69,143.74,143.77,143.69
17.11.2016,143.77,143.70,143.79,143.70
16.11.2016,143.76,143.76,143.76,143.74
15.11.2016,143.79,143.81,143.85,143.79
14.11.2016,143.69,143.68,143.69,143.62
11.11.2016,143.84,143.75,143.84,143.75
10.11.2016,144.03,143.92,144.03,143.88
09.11.2016,141.35,144.05,144.05,141.35
08.11.2016,144.06,144.05,144.09,144.05
07.11.2016,144.00,144.07,144.08,144.00
04.11.2016,143.99,144.02,144.06,143.99
03.11.2016,144.01,144.02,144.03,144.01
02.11.2016,143.93,144.00,144.02,143.93
01.11.2016,143.92,143.91,143.95,143.91
31.10.2016,143.95,143.96,143.96,143.93
28.10.2016,144.03,143.95,144.03,143.93
27.10.2016,144.12,144.08,144.12,144.08
26.10.2016,144.16,144.15,144.16,144.14
25.10.2016,144.17,144.17,144.18,144.16
24.10.2016,144.17,144.16,144.17,144.16
21.10.2016,144.14,144.14,144.16,144.14
20.10.2016,144.14,144.15,144.15,144.09
19.10.2016,144.15,144.15,144.16,144.15
18.10.2016,144.14,144.16,144.16,144.14
17.10.2016,144.16,144.15,144.17,144.14
14.10.2016,144.16,144.17,144.17,144.15
13.10.2016,144.20,144.18,144.20,144.16
12.10.2016,144.19,144.18,144.20,144.17
11.10.2016,144.18,144.19,144.21,144.18
10.10.2016,144.18,144.19,144.21,144.18
07.10.2016,144.18,144.19,144.21,144.18
06.10.2016,144.21,144.20,144.21,144.19
05.10.2016,144.23,144.19,144.23,144.19
04.10.2016,144.25,144.26,144.26,144.25
30.09.2016,144.23,144.26,144.26,144.23
29.09.2016,144.25,144.24,144.25,144.23
28.09.2016,144.26,144.26,144.26,144.25
27.09.2016,144.25,144.23,144.25,144.22
26.09.2016,144.25,144.25,144.25,144.24
23.09.2016,144.24,144.24,144.25,144.24
22.09.2016,144.24,144.25,144.26,144.23
21.09.2016,144.19,144.20,144.21,144.19
20.09.2016,144.20,144.20,144.21,144.19
19.09.2016,144.13,144.15,144.16,144.13
16.09.2016,144.12,144.12,144.15,144.12
15.09.2016,144.10,144.12,144.14,144.10
14.09.2016,144.07,144.11,144.12,144.07
13.09.2016,144.09,144.08,144.10,144.08
12.09.2016,144.07,144.10,144.10,144.04
09.09.2016,144.18,144.13,144.18,144.13
08.09.2016,144.27,144.19,144.27,144.16
07.09.2016,144.28,144.27,144.28,144.27
06.09.2016,144.23,143.92,144.27,143.92
05.09.2016,144.18,144.18,144.19,144.18
02.09.2016,144.17,144.18,144.19,144.17
01.09.2016,144.22,144.16,144.22,144.16
31.08.2016,144.25,144.23,144.26,144.23
30.08.2016,144.25,144.26,144.26,144.23
29.08.2016,144.25,144.26,144.28,144.25
26.08.2016,144.26,144.27,144.27,144.26
25.08.2016,144.26,144.27,144.27,144.26
24.08.2016,144.25,144.26,144.26,144.25
23.08.2016,144.25,144.27,144.27,144.25
22.08.2016,144.25,144.26,144.26,144.24
19.08.2016,144.25,144.23,144.25,144.22
18.08.2016,144.23,144.24,144.25,144.23
17.08.2016,144.23,144.21,144.23,144.21
16.08.2016,144.23,144.19,144.23,144.19
15.08.2016,144.24,144.23,144.24,144.22
12.08.2016,144.24,144.23,144.24,144.21
11.08.2016,144.24,144.24,144.25,144.23
10.08.2016,144.21,144.24,144.24,144.21
09.08.2016,144.24,144.23,144.24,144.21
08.08.2016,144.22,144.22,144.22,144.20
05.08.2016,144.23,144.22,144.23,144.22
04.08.2016,144.19,144.24,144.24,144.19
03.08.2016,144.19,144.18,144.22,144.18
02.08.2016,144.21,144.19,144.21,144.18
01.08.2016,144.19,144.21,144.22,144.19
29.07.2016,144.18,144.20,144.20,144.18
28.07.2016,144.19,144.18,144.19,144.18
27.07.2016,144.17,144.19,144.21,144.17
26.07.2016,144.20,144.18,144.20,144.18
25.07.2016,144.22,144.20,144.22,144.19
22.07.2016,144.20,144.21,144.21,144.17
21.07.2016,144.20,144.21,144.22,144.19
20.07.2016,144.20,144.21,144.22,144.20
19.07.2016,144.19,144.20,144.20,144.19
18.07.2016,144.18,144.17,144.18,144.16
15.07.2016,144.18,144.15,144.18,144.14
14.07.2016,144.18,144.15,144.19,144.15
13.07.2016,144.17,144.17,144.17,144.16
12.07.2016,144.20,144.17,144.20,144.17
11.07.2016,144.18,144.18,144.18,144.17
08.07.2016,144.18,144.19,144.19,144.17
07.07.2016,144.20,144.15,144.20,144.15
06.07.2016,144.24,144.22,144.25,144.22
05.07.2016,144.29,144.27,144.29,144.23
04.07.2016,144.30,144.31,144.31,144.30
01.07.2016,144.27,144.31,144.31,144.27
30.06.2016,144.14,144.23,144.23,144.14
29.06.2016,144.16,144.15,144.17,144.12
28.06.2016,144.02,144.10,144.10,144.02
27.06.2016,143.76,143.90,143.91,143.76
24.06.2016,143.76,143.66,143.76,143.65
23.06.2016,143.92,143.92,143.94,143.91
22.06.2016,143.91,143.90,143.92,143.90
21.06.2016,143.93,143.92,143.93,143.92
20.06.2016,143.88,143.94,143.95,143.88
17.06.2016,143.76,143.84,143.84,143.76
16.06.2016,143.76,143.69,143.76,143.67
15.06.2016,143.75,143.79,143.82,143.75
14.06.2016,143.85,143.63,143.85,143.63
13.06.2016,143.96,143.89,143.96,143.89
10.06.2016,144.10,144.04,144.10,144.03
09.06.2016,144.12,144.11,144.12,144.11
08.06.2016,144.12,144.10,144.12,144.10
07.06.2016,144.11,144.12,144.13,144.11
06.06.2016,144.10,144.10,144.12,144.09
03.06.2016,144.14,144.14,144.14,144.12
02.06.2016,144.13,144.13,144.13,144.12
01.06.2016,144.14,144.13,144.14,144.12
31.05.2016,144.12,144.12,144.12,144.11
30.05.2016,144.12,144.12,144.12,144.11
27.05.2016,144.13,144.13,144.13,144.13
26.05.2016,144.14,143.97,144.15,143.97
25.05.2016,144.11,144.13,144.13,144.10
24.05.2016,144.09,144.11,144.11,144.09
23.05.2016,144.05,144.05,144.05,144.04
20.05.2016,144.09,144.09,144.13,144.09
19.05.2016,144.05,144.05,144.07,144.05
18.05.2016,144.09,144.08,144.10,144.07
17.05.2016,144.11,144.10,144.11,144.09
13.05.2016,144.07,144.08,144.10,144.07
12.05.2016,144.11,144.08,144.11,144.07
11.05.2016,144.11,144.10,144.11,144.10
10.05.2016,143.75,144.11,144.12,143.75
09.05.2016,144.06,144.09,144.10,144.06
06.05.2016,144.08,144.08,144.09,144.08
05.05.2016,144.08,144.06,144.09,144.06
04.05.2016,144.10,144.10,144.10,144.08
03.05.2016,144.10,144.11,144.11,144.10
02.05.2016,144.04,144.08,144.09,144.04
29.04.2016,144.05,144.06,144.06,144.03
28.04.2016,144.04,144.05,144.05,144.03
27.04.2016,143.66,144.02,144.02,143.66
26.04.2016,143.65,144.00,144.01,143.65
25.04.2016,144.00,144.00,144.00,143.99
22.04.2016,144.00,144.00,144.02,144.00
21.04.2016,144.01,144.00,144.01,143.98
20.04.2016,144.02,144.03,144.03,144.01
19.04.2016,144.01,144.02,144.03,144.01
18.04.2016,143.96,144.00,144.00,143.96
15.04.2016,143.99,143.98,144.00,143.98
14.04.2016,143.96,143.98,143.98,143.95
13.04.2016,143.95,143.96,143.96,143.95
12.04.2016,143.95,143.95,143.96,143.95
11.04.2016,143.90,143.95,143.95,143.90
08.04.2016,143.88,143.92,143.92,143.88
07.04.2016,143.96,143.85,143.96,143.85
06.04.2016,143.61,143.95,143.97,143.61
05.04.2016,143.99,143.96,143.99,143.95
04.04.2016,144.01,144.00,144.02,144.00
01.04.2016,144.00,144.02,144.02,144.00
31.03.2016,143.99,144.00,144.00,143.98
30.03.2016,143.98,143.97,143.98,143.96
29.03.2016,143.95,143.98,143.98,143.95
24.03.2016,143.95,143.94,143.95,143.94
23.03.2016,143.98,143.97,143.98,143.94
22.03.2016,143.97,143.98,143.99,143.95
21.03.2016,143.95,143.98,143.98,143.95
18.03.2016,143.95,143.94,143.96,143.94
17.03.2016,143.95,143.95,143.96,143.94
16.03.2016,143.97,143.93,143.97,143.93
15.03.2016,144.00,143.97,144.00,143.97
14.03.2016,144.04,144.01,144.04,144.01
11.03.2016,143.67,144.02,144.06,143.67
10.03.2016,144.07,144.02,144.08,143.94
09.03.2016,144.15,144.11,144.15,144.11
08.03.2016,144.16,144.14,144.16,144.14
07.03.2016,144.15,144.13,144.15,144.12
04.03.2016,144.16,144.11,144.16,144.08
03.03.2016,144.14,144.15,144.15,144.14
02.03.2016,144.13,144.13,144.15,144.13
01.03.2016,144.07,144.13,144.13,144.07
29.02.2016,143.95,144.07,144.07,143.95
26.02.2016,143.93,143.95,143.98,143.93
25.02.2016,143.91,143.94,143.95,143.91
24.02.2016,143.92,143.92,143.93,143.91
23.02.2016,143.88,143.91,143.91,143.88
22.02.2016,143.90,143.91,143.91,143.77
19.02.2016,143.89,143.87,143.89,143.83
18.02.2016,143.89,143.90,143.92,143.88
17.02.2016,143.84,143.86,143.86,143.83
16.02.2016,143.88,143.84,143.88,143.84
15.02.2016,143.89,143.88,143.91,143.87
12.02.2016,143.75,143.82,143.82,143.75
11.02.2016,143.85,143.76,143.85,143.75
10.02.2016,143.95,143.92,143.95,143.92
09.02.2016,143.91,143.88,143.94,143.85
08.02.2016,144.01,143.91,144.01,143.91
05.02.2016,144.06,144.01,144.06,144.01
04.02.2016,144.06,144.06,144.09,144.04
03.02.2016,144.04,144.08,144.08,144.04
02.02.2016,144.05,144.06,144.07,144.05
01.02.2016,144.06,144.05,144.09,144.05
29.01.2016,144.05,144.08,144.08,144.01
28.01.2016,144.03,144.00,144.03,144.00
27.01.2016,144.04,144.01,144.04,144.01
26.01.2016,144.03,144.03,144.03,144.03
25.01.2016,144.02,144.01,144.03,144.01
22.01.2016,144.02,144.01,144.05,144.01
21.01.2016,143.88,144.00,144.00,143.88
20.01.2016,143.98,143.90,143.98,143.90
19.01.2016,143.95,143.95,143.95,143.93
18.01.2016,143.94,143.96,143.97,143.94
15.01.2016,143.97,143.98,143.98,143.97
14.01.2016,143.98,143.95,143.98,143.95
13.01.2016,143.97,143.97,143.99,143.97
12.01.2016,143.96,143.97,143.97,143.95
11.01.2016,144.04,143.98,144.04,143.98
08.01.2016,144.00,144.03,144.06,144.00
07.01.2016,144.09,144.01,144.09,144.01
06.01.2016,144.06,144.07,144.08,144.06
05.01.2016,144.05,144.04,144.06,144.04
04.01.2016,144.00,144.02,144.03,144.00
30.12.2015,143.99,143.99,143.99,143.99
29.12.2015,143.93,143.96,143.97,143.93
28.12.2015,143.74,143.93,143.93,143.74
23.12.2015,143.79,143.79,143.81,143.77
22.12.2015,143.80,143.80,143.81,143.77
21.12.2015,143.68,143.78,143.79,143.68
18.12.2015,143.75,143.78,143.81,143.75
17.12.2015,143.76,143.74,143.76,143.74
16.12.2015,143.72,143.71,143.73,143.71
15.12.2015,143.76,143.71,143.76,143.70
14.12.2015,143.80,143.77,143.80,143.76
11.12.2015,143.84,143.81,143.84,143.80
10.12.2015,143.85,143.81,143.86,143.81
09.12.2015,143.85,143.86,143.88,143.85
08.12.2015,143.89,143.86,143.91,143.86
07.12.2015,143.85,143.90,143.91,143.85
04.12.2015,143.84,143.81,143.84,143.76
03.12.2015,144.11,143.82,144.13,143.69
02.12.2015,144.07,144.12,144.13,144.07
01.12.2015,144.04,144.07,144.07,144.03
30.11.2015,144.07,144.03,144.07,144.03
27.11.2015,144.12,144.09,144.13,144.06
26.11.2015,144.09,144.07,144.10,144.07
25.11.2015,144.01,144.08,144.11,144.01
24.11.2015,143.98,143.99,144.00,143.98
23.11.2015,143.97,143.97,143.97,143.96
20.11.2015,143.97,143.96,143.98,143.96
19.11.2015,143.95,143.96,143.99,143.95
18.11.2015,143.95,143.96,143.96,143.94
17.11.2015,143.94,143.93,143.95,143.93
16.11.2015,143.95,143.94,143.95,143.92
13.11.2015,143.95,143.94,143.95,143.94
12.11.2015,143.92,143.92,143.94,143.92
11.11.2015,143.87,143.89,143.91,143.87
10.11.2015,143.87,143.86,143.89,143.85
09.11.2015,143.78,143.79,143.79,143.75
06.11.2015,143.86,143.78,143.87,143.78
05.11.2015,143.88,143.87,143.89,143.87
04.11.2015,143.88,143.86,143.89,143.86
03.11.2015,143.84,143.85,143.86,143.84
02.11.2015,143.83,143.84,143.86,143.83
30.10.2015,143.90,143.88,143.90,143.88
29.10.2015,143.91,143.89,143.93,143.89
28.10.2015,143.75,143.93,143.94,143.75
27.10.2015,143.72,143.75,143.75,143.72
26.10.2015,143.75,143.71,143.75,143.71
23.10.2015,143.94,143.89,143.94,143.89
22.10.2015,143.76,143.90,143.90,143.74
21.10.2015,143.71,143.72,143.72,143.71
20.10.2015,143.74,143.71,143.74,143.71
19.10.2015,143.72,143.75,143.75,143.72
16.10.2015,143.72,143.76,143.76,143.72
15.10.2015,143.62,143.72,143.73,143.62
14.10.2015,143.71,143.71,143.72,143.71
13.10.2015,143.71,143.71,143.72,143.71
12.10.2015,143.70,143.71,143.72,143.70
09.10.2015,143.72,143.74,143.74,143.72
08.10.2015,143.75,143.72,143.75,143.72
07.10.2015,143.72,143.73,143.74,143.72
06.10.2015,143.74,143.73,143.74,143.73
05.10.2015,143.70,143.76,143.76,143.70
02.10.2015,143.67,143.72,143.72,143.66
01.10.2015,143.61,143.65,143.69,143.61
30.09.2015,143.62,143.62,143.62,143.61
29.09.2015,143.58,143.59,143.61,143.58
28.09.2015,143.58,143.59,143.60,143.57
25.09.2015,143.55,143.56,143.61,143.54
24.09.2015,143.59,143.59,143.62,143.59
23.09.2015,143.58,143.49,143.59,143.49
22.09.2015,143.60,143.25,143.61,143.25
21.09.2015,143.59,143.56,143.59,143.56
18.09.2015,143.57,143.59,143.59,143.56
17.09.2015,143.52,143.52,143.55,143.51
16.09.2015,143.57,143.55,143.59,143.55
15.09.2015,143.60,143.57,143.61,143.57
14.09.2015,143.58,143.60,143.60,143.58
11.09.2015,143.61,143.59,143.61,143.59
10.09.2015,143.66,143.64,143.66,143.64
09.09.2015,143.66,143.68,143.68,143.66
08.09.2015,143.62,143.68,143.68,143.62
07.09.2015,143.74,143.64,143.75,143.64
04.09.2015,143.63,143.67,143.67,143.63
03.09.2015,143.48,143.57,143.57,143.48
02.09.2015,143.47,143.48,143.49,143.47
01.09.2015,143.39,143.47,143.48,143.39
31.08.2015,143.50,143.50,143.51,143.49
28.08.2015,143.48,143.48,143.51,143.48
27.08.2015,143.46,143.48,143.48,143.46
26.08.2015,143.63,143.61,143.64,143.61
25.08.2015,143.66,143.63,143.66,143.63
24.08.2015,143.69,143.66,143.69,143.66
21.08.2015,143.72,143.72,143.72,143.71
20.08.2015,143.77,143.75,143.78,143.75
19.08.2015,143.77,143.75,143.78,143.75
18.08.2015,143.80,143.78,143.80,143.78
17.08.2015,143.83,143.81,143.83,143.81
14.08.2015,143.84,143.81,143.84,143.81
13.08.2015,143.85,143.83,143.86,143.83
12.08.2015,143.89,143.87,143.89,143.87
11.08.2015,143.88,143.89,143.89,143.88
10.08.2015,143.86,143.85,143.86,143.85
07.08.2015,143.84,143.86,143.88,143.84
06.08.2015,143.82,143.85,143.85,143.82
05.08.2015,143.86,143.82,143.86,143.82
04.08.2015,143.85,143.85,143.86,143.85
03.08.2015,143.80,143.83,143.85,143.80
31.07.2015,143.80,143.81,143.82,143.80
30.07.2015,143.78,143.80,143.82,143.78
29.07.2015,143.76,143.78,143.78,143.76
28.07.2015,143.71,143.77,143.77,143.71
27.07.2015,143.73,143.74,143.75,143.73
24.07.2015,143.76,143.76,143.76,143.76
23.07.2015,143.75,143.75,143.80,143.74
22.07.2015,143.72,143.75,143.75,143.72
21.07.2015,143.79,143.74,143.79,143.74
20.07.2015,143.12,143.77,143.83,143.12
17.07.2015,143.69,143.74,143.74,143.69
16.07.2015,143.66,143.66,143.66,143.65
15.07.2015,143.58,143.62,143.62,143.57
14.07.2015,143.54,143.57,143.57,143.52
13.07.2015,143.42,143.54,143.54,143.42
10.07.2015,143.45,143.37,143.51,143.37
09.07.2015,143.24,143.32,143.32,143.24
08.07.2015,143.17,143.24,143.25,143.17
07.07.2015,143.21,143.18,143.21,143.18
06.07.2015,142.94,143.14,143.14,142.94
03.07.2015,143.24,143.23,143.24,143.21
02.07.2015,143.25,143.20,143.25,143.18
01.07.2015,143.18,143.27,143.31,143.18
30.06.2015,143.07,143.14,143.14,143.06
29.06.2015,143.12,143.11,143.14,143.08
26.06.2015,143.46,143.41,143.46,143.41
25.06.2015,143.41,143.44,143.44,143.39
24.06.2015,143.45,143.35,143.45,143.35
23.06.2015,143.41,143.40,143.45,143.40
22.06.2015,143.32,143.35,143.35,143.30
19.06.2015,143.16,143.17,143.19,143.16
18.06.2015,143.13,143.16,143.16,143.13
17.06.2015,143.07,143.13,143.17,143.07
16.06.2015,142.93,143.04,143.04,142.90
15.06.2015,143.22,143.04,143.22,142.94
12.06.2015,143.47,143.34,143.47,143.34
11.06.2015,143.42,143.47,143.53,143.42
10.06.2015,143.39,143.42,143.43,143.38
09.06.2015,143.53,143.50,143.53,143.50
08.06.2015,143.52,143.52,143.52,143.52
05.06.2015,143.57,143.52,143.57,143.52
04.06.2015,143.55,143.57,143.59,143.52
03.06.2015,143.57,143.55,143.61,143.53
02.06.2015,143.61,143.58,143.61,143.57
01.06.2015,143.65,143.65,143.65,143.65
29.05.2015,143.67,143.67,143.69,143.67
28.05.2015,143.71,143.69,143.71,143.52
27.05.2015,143.71,143.73,143.73,143.71
26.05.2015,143.69,143.68,143.70,143.68
22.05.2015,143.74,143.74,143.75,143.74
21.05.2015,143.84,143.64,143.84,143.64
20.05.2015,143.77,143.77,143.78,143.77
19.05.2015,143.76,143.74,143.76,143.74
18.05.2015,143.69,143.70,143.70,143.69
15.05.2015,143.69,143.74,143.74,143.69
14.05.2015,143.66,143.66,143.66,143.66
13.05.2015,143.68,143.65,143.68,143.64
12.05.2015,143.67,143.66,143.67,143.66
11.05.2015,143.64,143.69,143.70,143.64
08.05.2015,143.64,143.66,143.66,143.64
07.05.2015,143.62,143.56,143.62,143.55
06.05.2015,143.60,143.61,143.62,143.60
05.05.2015,143.71,143.64,143.71,143.64
04.05.2015,143.71,143.71,143.72,143.68
30.04.2015,143.67,143.72,143.73,143.67
29.04.2015,143.76,143.70,143.76,143.70
28.04.2015,143.71,143.78,143.79,143.71
27.04.2015,143.71,143.76,143.76,143.71
24.04.2015,143.75,143.73,143.75,143.73
23.04.2015,143.74,143.75,143.75,143.74
22.04.2015,143.71,143.73,143.74,143.71
21.04.2015,143.68,143.69,143.69,143.67
20.04.2015,143.68,143.66,143.71,143.66
17.04.2015,143.60,143.67,143.67,143.60
16.04.2015,143.76,143.69,143.76,143.69
15.04.2015,143.71,143.76,143.77,143.71
14.04.2015,143.76,143.72,143.78,143.72
13.04.2015,143.74,143.75,143.75,143.73
10.04.2015,143.73,143.76,143.77,143.73
09.04.2015,143.75,143.74,143.76,143.74
08.04.2015,143.77,143.76,143.77,143.75
07.04.2015,143.74,143.74,143.75,143.74
02.04.2015,143.72,143.71,143.74,143.71
01.04.2015,143.71,143.71,143.75,143.71
31.03.2015,143.65,143.71,143.71,143.65
30.03.2015,143.62,143.63,143.63,143.61
27.03.2015,143.63,143.61,143.63,143.61
26.03.2015,143.57,143.59,143.60,143.57
25.03.2015,143.54,143.54,143.57,143.53
24.03.2015,143.53,143.54,143.56,143.53
23.03.2015,143.60,143.55,143.60,143.55
20.03.2015,143.62,143.62,143.63,143.62
19.03.2015,143.58,143.61,143.62,143.58
18.03.2015,143.53,143.50,143.56,143.50
17.03.2015,143.63,143.57,143.63,143.57
16.03.2015,143.65,143.65,143.65,143.65
13.03.2015,143.63,143.63,143.64,143.63
12.03.2015,143.68,143.64,143.71,143.62
11.03.2015,143.67,143.66,143.67,143.66
10.03.2015,143.67,143.68,143.70,143.67
09.03.2015,143.66,143.66,143.69,143.66
06.03.2015,143.65,143.62,143.65,143.62
05.03.2015,143.56,143.63,143.63,143.55
04.03.2015,143.55,143.44,143.55,143.44
03.03.2015,143.59,143.43,143.59,143.43
02.03.2015,143.62,143.57,143.62,143.57
27.02.2015,143.61,143.60,143.62,143.57
26.02.2015,143.54,143.58,143.59,143.53
25.02.2015,143.74,143.76,143.76,143.74
24.02.2015,143.67,143.75,143.75,143.67
23.02.2015,143.63,143.69,143.71,143.63
20.02.2015,143.57,143.63,143.64,143.57
19.02.2015,143.56,143.60,143.62,143.56
18.02.2015,143.57,143.55,143.57,143.55
17.02.2015,143.34,143.51,143.56,143.34
16.02.2015,143.51,143.53,143.55,143.51
13.02.2015,143.56,143.55,143.56,143.53
12.02.2015,143.48,143.53,143.53,143.48
11.02.2015,143.49,143.51,143.53,143.49
10.02.2015,143.47,143.50,143.52,143.47
09.02.2015,143.56,143.50,143.56,143.49
06.02.2015,143.60,143.55,143.60,143.55
05.02.2015,143.54,143.58,143.58,143.52
04.02.2015,143.43,143.56,143.56,143.43
03.02.2015,143.52,143.52,143.52,143.50
02.02.2015,143.49,143.47,143.49,143.46
30.01.2015,143.48,143.44,143.48,143.42
29.01.2015,143.37,143.42,143.42,143.36
28.01.2015,143.36,143.39,143.39,143.36
27.01.2015,143.42,143.44,143.44,143.42
26.01.2015,143.53,143.47,143.53,143.47
23.01.2015,143.57,143.55,143.63,143.55
22.01.2015,143.38,143.53,143.53,143.37
21.01.2015,143.40,143.37,143.40,143.32
20.01.2015,143.39,143.39,143.39,143.37
